monitoring_location_name,year,activity_start_date,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_status_id,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,activity_media_name,field_comment,update_date,update_account
375 LA CB,2003,2003-11-05,epi,ALK,,alkalinity,"",369.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,CA,,as Ca,Filterable,5.55000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,CHLA,,"",Filterable,3.45000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,CL,,as Cl,Filterable,0.33000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,COND,,"",Unfiltered,47.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,DIC,,as Total CO2,Dissolved,353.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,DIC,,as Total CO2,Dissolved,431.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,DOC,,as C,Filterable,458.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,MG,,as Mg,Filterable,1.37000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,NO3,,as NO3-N,Filterable,21.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,PARTC,,as C,Non-Filterable (Particle),640.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2003,2003-11-05,epi,PARTN,,as N,Non-Filterable (Particle),83.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2003,2003-11-05,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2003,2003-11-05,epi,PH,,,Unfiltered,7.70000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2003,2003-11-05,epi,SO4,,as SO4,Filterable,2.71000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,TDN,,as N,Dissolved,250.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2003,2003-11-05,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-11,epi,PH,,,Unfiltered,7.28000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-05-11,epi,PH,,,Unfiltered,7.57000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-05-18,epi,ALK,,alkalinity,"",330.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,CA,,as Ca,Filterable,5.02000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,CHLA,,"",Filterable,8.08000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,CL,,as Cl,Filterable,0.23000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,COND,,"",Unfiltered,41.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,DIC,,as Total CO2,Dissolved,358.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,DIC,,as Total CO2,Dissolved,423.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,DOC,,as C,Filterable,488.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,K,,as K,Filterable,0.57000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,MG,,as Mg,Filterable,1.34000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,MN,,as Mn,Filterable,0.08000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,NA,,as Na,Filterable,1.25000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,PARTC,,as C,Non-Filterable (Particle),1100.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-05-18,epi,PARTN,,as N,Non-Filterable (Particle),105.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-05-18,epi,PARTP,,as P,Non-Filterable (Particle),9.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-05-18,epi,PH,,,Unfiltered,7.40000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-05-18,epi,PH,,,Unfiltered,7.62000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-05-18,epi,SO4,,as SO4,Filterable,2.47000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,TDN,,as N,Dissolved,200.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-05-18,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,ALK,,alkalinity,"",321.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,CA,,as Ca,Filterable,4.63000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,CHLA,,"",Filterable,3.67000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,CL,,as Cl,Filterable,0.25000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,COND,,"",Unfiltered,50.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,DIC,,as Total CO2,Dissolved,333.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,DIC,,as Total CO2,Dissolved,349.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,DOC,,as C,Filterable,512.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,K,,as K,Filterable,0.55000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,MG,,as Mg,Filterable,1.30000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,MN,,as Mn,Filterable,0.02000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,NA,,as Na,Filterable,1.19000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,PARTC,,as C,Non-Filterable (Particle),760.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-01,epi,PARTN,,as N,Non-Filterable (Particle),83.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-01,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-01,epi,PH,,,Unfiltered,6.81000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-06-01,epi,PH,,,Unfiltered,7.52000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-06-01,epi,SO4,,as SO4,Filterable,2.57000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,TDN,,as N,Dissolved,216.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-01,epi,TDP,,as P,Dissolved,1.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-02,epi,CHLA,,"",Filterable,2.73000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-02,epi,DIC,,as Total CO2,Dissolved,325.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,ALK,,alkalinity,"",312.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,CA,,as Ca,Filterable,4.94000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,CHLA,,"",Filterable,2.32000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,CL,,as Cl,Filterable,0.21000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,COND,,"",Unfiltered,41.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,DIC,,as Total CO2,Dissolved,330.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,DIC,,as Total CO2,Dissolved,349.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,DOC,,as C,Filterable,535.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,K,,as K,Filterable,0.51000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,MG,,as Mg,Filterable,1.28000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,NA,,as Na,Filterable,1.21000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,PARTC,,as C,Non-Filterable (Particle),560.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-15,epi,PARTN,,as N,Non-Filterable (Particle),46.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-15,epi,PARTP,,as P,Non-Filterable (Particle),7.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-15,epi,PH,,,Unfiltered,7.54000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-06-15,epi,PH,,,Unfiltered,7.59000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-06-15,epi,SO4,,as SO4,Filterable,2.42000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,TDN,,as N,Dissolved,225.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-15,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,ALK,,alkalinity,"",316.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,CA,,as Ca,Filterable,4.85000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,CHLA,,"",Filterable,0.87000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,CL,,as Cl,Filterable,0.26000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,COND,,"",Unfiltered,40.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,DIC,,as Total CO2,Dissolved,321.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,DIC,,as Total CO2,Dissolved,369.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,DOC,,as C,Filterable,487.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,K,,as K,Filterable,0.51000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,MG,,as Mg,Filterable,1.24000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,NA,,as Na,Filterable,1.18000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,PARTC,,as C,Non-Filterable (Particle),380.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-29,epi,PARTN,,as N,Non-Filterable (Particle),38.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-29,epi,PARTP,,as P,Non-Filterable (Particle),2.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-06-29,epi,PH,,,Unfiltered,7.34000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-06-29,epi,PH,,,Unfiltered,7.71000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-06-29,epi,SO4,,as SO4,Filterable,2.57000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,TDN,,as N,Dissolved,273.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-06-29,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,ALK,,alkalinity,"",310.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,CA,,as Ca,Filterable,4.96000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,CHLA,,"",Filterable,2.24000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,CL,,as Cl,Filterable,0.23000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,COND,,"",Unfiltered,41.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,DIC,,as Total CO2,Dissolved,305.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,DIC,,as Total CO2,Dissolved,324.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,DOC,,as C,Filterable,554.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,K,,as K,Filterable,0.54000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,MG,,as Mg,Filterable,1.29000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,NA,,as Na,Filterable,1.23000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,NO3,,as NO3-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,PARTC,,as C,Non-Filterable (Particle),420.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-07-13,epi,PARTN,,as N,Non-Filterable (Particle),42.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-07-13,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-07-13,epi,PH,,,Unfiltered,6.97000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-07-13,epi,PH,,,Unfiltered,7.55000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-07-13,epi,SO4,,as SO4,Filterable,2.43000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,TDN,,as N,Dissolved,260.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-13,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
